source_type_encoded,location_type_encoded,province_encoded,number_of_people_served,hour,day_of_week,is_weekend,time_in_queue
0,0,4,972,10,1,0,19
4,1,3,358,10,1,0,0
4,0,0,264,10,1,0,0
1,0,2,3338,10,1,0,240
4,1,0,376,11,1,0,0
1,1,1,2792,11,1,0,166
2,0,2,878,11,1,0,0
4,1,3,244,11,1,0,0
1,0,1,2174,11,1,0,152
2,1,0,928,11,1,0,0
1,0,2,542,11,1,0,38
4,0,3,236,11,1,0,0
1,0,0,664,11,1,0,47
4,0,0,364,12,1,0,0
4,0,3,332,12,1,0,0
2,1,1,450,12,1,0,0
1,0,4,1752,12,1,0,150
1,0,2,614,12,1,0,65
4,0,0,310,12,1,0,0
1,0,0,1638,12,1,0,155
1,0,3,494,12,1,0,17
4,0,0,306,12,1,0,0
3,0,3,462,12,1,0,0
3,1,2,368,12,1,0,0
4,0,4,390,12,1,0,0
4,0,2,232,12,1,0,0
2,0,2,632,12,1,0,0
1,0,3,1994,12,1,0,196
1,0,0,3982,13,1,0,30
0,0,3,768,13,1,0,8
3,0,2,488,13,1,0,0
2,0,0,724,13,1,0,0
1,1,0,978,13,1,0,94
1,0,4,2618,13,1,0,212
1,0,3,3240,13,1,0,240
4,1,2,184,13,1,0,0
2,1,3,920,13,1,0,0
2,1,1,998,13,1,0,0
1,0,2,1252,13,1,0,21
1,0,3,1558,13,1,0,152
4,1,4,354,13,1,0,0
2,0,0,700,14,1,0,0
4,0,1,160,14,1,0,0
1,0,3,1910,14,1,0,188
1,1,4,550,14,1,0,51
4,1,0,202,14,1,0,0
4,0,2,322,14,1,0,0
1,1,1,2312,14,1,0,190
1,0,0,3572,14,1,0,141
4,0,4,360,15,1,0,0
0,0,3,640,15,1,0,5
4,0,0,358,15,1,0,0
4,0,4,256,15,1,0,0
2,1,1,440,15,1,0,0
0,0,3,402,15,1,0,6
1,1,0,830,15,1,0,83
1,0,0,1288,15,1,0,116
0,0,4,704,15,1,0,13
4,1,4,224,15,1,0,0
1,0,3,226,16,1,0,17
1,1,1,2780,16,1,0,236
2,1,3,390,16,1,0,0
2,0,4,652,16,1,0,0
4,0,2,398,16,1,0,0
1,0,1,3980,16,1,0,30
4,0,3,352,16,1,0,0
0,0,3,900,16,1,0,25
1,0,0,3850,16,1,0,248
4,0,3,172,16,1,0,0
1,0,3,554,16,1,0,43
1,0,4,3180,17,1,0,150
1,1,3,2246,18,1,0,212
1,1,0,830,6,2,0,44
1,1,4,550,6,2,0,48
1,0,2,3338,6,2,0,118
1,0,3,226,6,2,0,24
1,0,3,1910,7,2,0,152
1,0,4,2618,8,2,0,112
1,0,0,3572,8,2,0,104
1,0,0,1288,8,2,0,108
1,0,3,1558,8,2,0,99
1,0,3,3240,9,2,0,148
2,0,4,586,9,2,0,0
2,0,0,916,9,2,0,0
1,0,0,954,9,2,0,41
1,0,0,2154,9,2,0,89
4,0,3,380,9,2,0,0
1,0,3,548,9,2,0,62
4,1,0,314,10,2,0,0
1,0,2,614,10,2,0,44
2,0,0,882,10,2,0,0
3,1,3,506,10,2,0,0
2,0,0,316,10,2,0,0
3,1,1,460,10,2,0,0
4,1,4,212,10,2,0,0
1,0,2,986,10,2,0,94
1,0,1,1628,10,2,0,23
1,0,0,524,10,2,0,61
3,0,4,794,10,2,0,0
3,1,0,654,10,2,0,0
1,0,4,3982,10,2,0,240
1,1,1,2146,10,2,0,26
1,1,1,2780,11,2,0,220
2,1,1,820,11,2,0,0
4,1,2,388,11,2,0,0
1,1,1,2312,11,2,0,107
1,1,1,2792,11,2,0,192
1,0,1,716,11,2,0,75
1,0,3,1274,11,2,0,21
4,0,3,318,11,2,0,0
3,0,4,764,11,2,0,0
0,0,4,788,11,2,0,7
2,1,1,338,11,2,0,0
1,0,3,2342,11,2,0,192
1,0,2,1676,11,2,0,23
0,0,4,612,12,2,0,17
1,0,3,2202,12,2,0,182
3,0,1,312,12,2,0,0
2,1,0,362,12,2,0,0
4,0,4,170,12,2,0,0
4,0,1,190,12,2,0,0
2,0,1,330,12,2,0,0
4,1,2,276,12,2,0,0
4,1,4,318,12,2,0,0
3,0,2,700,12,2,0,0
4,1,3,328,12,2,0,0
3,1,2,386,13,2,0,0
4,0,2,216,13,2,0,0
4,1,3,342,13,2,0,0
1,0,0,3514,14,2,0,240
2,1,0,560,14,2,0,0
4,1,4,388,14,2,0,0
3,0,1,900,14,2,0,0
4,0,4,176,14,2,0,0
4,0,0,258,14,2,0,0
2,1,2,542,15,2,0,0
1,0,0,2090,15,2,0,25
1,0,4,1458,15,2,0,121
2,1,4,670,15,2,0,0
2,0,1,428,15,2,0,0
4,1,0,300,15,2,0,0
2,1,1,304,15,2,0,0
1,0,3,554,15,2,0,38
3,1,0,438,15,2,0,0
3,0,3,944,15,2,0,0
0,1,1,584,15,2,0,26
4,1,2,280,16,2,0,0
1,0,0,1638,16,2,0,68
4,1,0,220,16,2,0,0
4,0,0,174,16,2,0,0
2,0,4,968,16,2,0,0
2,0,1,588,16,2,0,0
2,1,0,332,16,2,0,0
2,1,4,746,16,2,0,0
1,0,4,1752,16,2,0,89
3,0,4,414,16,2,0,0
1,0,0,2124,16,2,0,177
1,0,0,664,16,2,0,44
4,0,2,304,16,2,0,0
4,1,4,218,16,2,0,0
1,0,1,2174,17,2,0,100
1,1,3,2246,18,2,0,82
1,0,0,3850,18,2,0,178
1,1,0,978,18,2,0,98
1,0,4,3982,6,3,0,135
1,0,3,548,6,3,0,68
1,0,4,1458,6,3,0,67
1,0,3,1558,8,3,0,70
4,0,0,320,9,3,0,0
1,0,2,986,9,3,0,72
2,0,1,838,9,3,0,0
1,0,3,1910,9,3,0,94
1,0,0,1638,9,3,0,163
1,0,0,664,9,3,0,38
1,0,4,1784,10,3,0,24
4,0,0,180,10,3,0,0
1,1,1,2312,10,3,0,100
2,0,2,348,10,3,0,0
1,0,0,3514,10,3,0,171
3,0,1,402,10,3,0,0
3,0,2,860,10,3,0,0
1,0,0,1288,10,3,0,139
4,1,2,200,10,3,0,0
4,0,3,206,10,3,0,0
4,0,2,162,11,3,0,0
1,0,2,3322,11,3,0,240
3,1,0,874,11,3,0,0
4,0,3,164,11,3,0,0
1,0,0,3348,11,3,0,240
3,1,0,316,11,3,0,0
4,0,1,222,11,3,0,0
3,0,4,614,11,3,0,0
4,0,0,266,11,3,0,0
1,0,1,716,11,3,0,47
1,1,4,550,11,3,0,53
4,0,3,204,12,3,0,0
1,0,0,2154,12,3,0,166
4,1,0,298,12,3,0,0
4,1,0,238,12,3,0,0
4,1,0,224,12,3,0,0
4,0,3,244,12,3,0,0
2,0,4,996,12,3,0,0
2,1,1,338,12,3,0,0
4,0,3,344,12,3,0,0
2,1,0,856,13,3,0,0
1,1,1,2780,13,3,0,102
2,0,1,916,13,3,0,0
4,0,4,272,13,3,0,0
4,0,1,308,13,3,0,0
1,0,2,2826,13,3,0,227
4,1,3,174,13,3,0,0
1,0,2,2088,13,3,0,25
1,0,3,1684,13,3,0,23
4,0,3,252,14,3,0,0
1,0,3,2342,14,3,0,153
1,0,3,554,14,3,0,62
4,0,0,254,14,3,0,0
3,1,3,400,14,3,0,0
1,0,4,3526,14,3,0,30
4,0,3,294,14,3,0,0
1,0,2,3338,14,3,0,249
1,0,3,3240,14,3,0,267
3,1,0,680,14,3,0,0
0,0,4,572,15,3,0,24
1,0,0,2124,15,3,0,183
3,1,4,964,15,3,0,0
1,0,0,3370,15,3,0,30
1,0,4,1752,15,3,0,109
3,0,4,936,15,3,0,0
4,0,2,392,15,3,0,0
4,1,3,202,15,3,0,0
1,1,1,2702,15,3,0,218
1,1,0,830,15,3,0,93
2,0,1,594,15,3,0,0
4,1,3,382,15,3,0,0
3,0,1,484,15,3,0,0
4,0,0,262,15,3,0,0
2,0,1,816,16,3,0,0
1,1,3,2246,16,3,0,169
1,1,1,2792,16,3,0,251
1,0,2,614,16,3,0,37
1,0,1,2174,16,3,0,132
4,0,0,296,16,3,0,0
4,0,4,308,16,3,0,0
2,1,1,478,16,3,0,0
1,1,0,978,16,3,0,70
1,0,0,524,16,3,0,32
2,0,2,390,16,3,0,0
1,0,3,226,17,3,0,21
1,0,4,2618,18,3,0,101
1,0,0,954,18,3,0,86
1,0,3,2202,18,3,0,160
1,0,0,1288,7,4,0,93
1,0,3,548,7,4,0,44
1,1,1,2702,7,4,0,248
1,0,4,1752,7,4,0,208
1,1,0,978,8,4,0,61
1,0,4,1458,8,4,0,168
1,0,0,3514,8,4,0,171
1,0,3,1910,8,4,0,78
1,1,3,2246,8,4,0,140
1,0,1,716,8,4,0,56
4,1,0,288,9,4,0,0
2,1,2,562,9,4,0,0
2,1,1,702,9,4,0,0
1,0,3,226,9,4,0,39
1,0,0,2124,9,4,0,99
4,0,4,190,9,4,0,0
2,1,1,650,9,4,0,0
3,0,1,388,9,4,0,0
4,1,3,312,9,4,0,0
4,1,4,192,9,4,0,0
4,0,4,160,9,4,0,0
4,0,4,294,10,4,0,0
2,1,3,574,10,4,0,0
2,0,1,592,10,4,0,0
1,1,1,3032,10,4,0,30
2,1,4,942,10,4,0,0
4,1,3,352,10,4,0,0
2,1,1,470,10,4,0,0
1,1,0,830,10,4,0,69
4,0,0,174,10,4,0,0
1,0,2,3338,10,4,0,300
1,0,3,3240,10,4,0,248
4,0,3,340,10,4,0,0
4,1,4,360,11,4,0,0
4,0,1,270,11,4,0,0
2,1,1,752,11,4,0,0
1,0,2,986,11,4,0,83
4,0,2,280,11,4,0,0
1,0,0,3090,11,4,0,30
1,0,0,954,11,4,0,46
3,0,2,370,12,4,0,0
4,0,3,290,12,4,0,0
2,1,3,462,12,4,0,0
4,1,3,230,12,4,0,0
2,1,1,978,12,4,0,0
2,0,0,636,12,4,0,0
1,0,1,784,12,4,0,80
3,0,4,736,12,4,0,0
1,1,1,2312,12,4,0,155
1,0,3,554,12,4,0,75
1,0,0,304,12,4,0,16
1,0,0,3200,13,4,0,240
1,1,1,2780,13,4,0,144
3,0,4,516,13,4,0,0
4,0,3,384,13,4,0,0
4,0,2,196,13,4,0,0
4,1,3,344,13,4,0,0
4,1,0,280,13,4,0,0
1,1,1,1922,13,4,0,24
4,0,3,320,13,4,0,0
4,1,4,226,13,4,0,0
4,0,2,240,13,4,0,0
4,0,2,208,13,4,0,0
4,0,2,328,13,4,0,0
4,0,0,328,13,4,0,0
1,1,3,2790,14,4,0,29
1,0,4,1588,14,4,0,23
1,0,3,2202,14,4,0,136
1,0,0,2154,14,4,0,113
4,0,2,216,14,4,0,0
2,0,1,592,14,4,0,0
4,1,3,164,14,4,0,0
4,0,0,372,14,4,0,0
2,1,4,886,14,4,0,0
0,0,0,560,14,4,0,11
2,1,0,414,14,4,0,0
4,1,4,190,15,4,0,0
4,0,2,226,15,4,0,0
1,1,4,550,15,4,0,54
1,0,2,614,15,4,0,87
1,0,4,2618,15,4,0,261
4,0,0,220,15,4,0,0
4,1,0,380,15,4,0,0
1,1,4,2582,15,4,0,210
1,1,1,2792,15,4,0,229
1,0,2,3322,15,4,0,154
4,1,3,226,16,4,0,0
1,0,3,2342,16,4,0,187
1,0,3,2446,16,4,0,27
3,0,4,376,16,4,0,0
1,0,4,3982,16,4,0,202
2,1,1,996,16,4,0,0
1,0,1,2174,16,4,0,141
4,0,2,372,16,4,0,0
3,0,0,634,16,4,0,0
1,0,0,664,17,4,0,72
1,0,0,524,17,4,0,30
1,0,2,2826,18,4,0,193
1,0,0,3348,18,4,0,177
1,0,3,1558,18,4,0,122
1,0,1,784,6,5,1,122
1,0,2,2826,6,5,1,431
1,0,4,2618,7,5,1,438
1,1,1,2312,8,5,1,300
1,0,3,1910,8,5,1,243
1,0,0,954,9,5,1,74
1,0,0,2124,9,5,1,380
1,0,4,3982,9,5,1,232
1,0,3,3240,9,5,1,489
1,0,2,986,9,5,1,77
1,0,4,1458,10,5,1,277
1,1,1,2780,11,5,1,180
1,1,1,2702,12,5,1,329
1,1,0,978,12,5,1,161
1,0,2,3322,12,5,1,504
1,0,4,1752,13,5,1,189
1,0,1,716,13,5,1,126
1,0,0,1288,13,5,1,168
1,1,4,2582,14,5,1,205
1,0,0,524,14,5,1,64
1,1,4,550,14,5,1,93
1,0,2,3338,14,5,1,226
1,0,3,1558,14,5,1,269
1,0,3,2342,15,5,1,273
1,0,0,2154,15,5,1,308
1,0,3,2202,15,5,1,396
1,0,0,3348,16,5,1,284
1,0,3,548,16,5,1,56
1,0,0,3514,18,5,1,270
1,0,0,3200,18,5,1,286
1,0,0,2124,6,6,1,104
1,0,4,1752,6,6,1,87
1,0,2,2826,6,6,1,70
1,0,1,716,7,6,1,44
1,0,0,524,7,6,1,35
1,0,4,2618,8,6,1,139
1,1,0,978,10,6,1,25
1,0,4,1458,11,6,1,46
1,1,1,2780,12,6,1,94
1,0,0,954,12,6,1,55
1,0,2,986,12,6,1,63
1,0,3,2342,12,6,1,105
1,1,4,550,12,6,1,42
1,0,2,3322,13,6,1,168
1,1,4,2582,13,6,1,136
1,0,3,1558,13,6,1,53
1,0,3,3240,13,6,1,93
1,0,3,548,15,6,1,20
1,1,1,2312,15,6,1,119
1,0,0,3514,15,6,1,167
1,0,3,1910,15,6,1,120
1,0,4,3982,15,6,1,151
1,1,1,2702,16,6,1,160
1,0,3,2202,16,6,1,83
1,0,0,2154,17,6,1,53
1,0,0,3348,18,6,1,104
1,0,0,3200,18,6,1,92
1,0,2,3338,18,6,1,88
1,0,1,784,18,6,1,23
1,0,0,1288,18,6,1,57
1,0,0,3514,6,0,0,250
1,0,0,3200,6,0,0,229
1,1,0,978,6,0,0,83
1,0,4,2618,7,0,0,205
1,0,3,1910,8,0,0,245
4,0,3,362,9,0,0,0
4,0,0,302,9,0,0,0
2,0,1,522,9,0,0,0
1,0,3,1558,9,0,0,165
4,0,3,330,9,0,0,0
1,0,0,524,9,0,0,76
0,0,2,758,9,0,0,10
4,0,3,288,9,0,0,0
1,0,3,2202,9,0,0,212
4,0,0,312,9,0,0,0
1,1,1,1316,9,0,0,21
4,0,0,206,9,0,0,0
1,1,4,550,9,0,0,78
1,0,0,2124,9,0,0,124
1,1,4,2582,10,0,0,302
4,0,4,292,10,0,0,0
4,0,3,208,10,0,0,0
1,1,1,2702,10,0,0,189
4,0,2,218,10,0,0,0
2,1,1,520,11,0,0,0
1,0,1,716,11,0,0,48
4,1,0,290,12,0,0,0
4,1,3,246,12,0,0,0
2,1,1,720,12,0,0,0
2,0,1,586,12,0,0,0
4,0,2,350,12,0,0,0
1,0,3,2342,12,0,0,172
4,1,2,310,12,0,0,0
4,1,3,314,12,0,0,0
1,0,3,548,12,0,0,66
1,0,0,954,12,0,0,144
4,0,3,196,12,0,0,0
1,1,1,2780,12,0,0,235
4,0,0,266,13,0,0,0
3,1,1,812,13,0,0,0
2,1,1,684,13,0,0,0
4,0,3,280,13,0,0,0
2,0,3,386,13,0,0,0
2,1,1,796,13,0,0,0
4,0,0,296,13,0,0,0
1,0,4,3982,13,0,0,305
1,0,4,1752,13,0,0,242
1,1,3,1146,14,0,0,106
1,0,4,1458,14,0,0,91
1,1,1,2086,14,0,0,174
1,0,2,3322,14,0,0,355
2,0,2,526,14,0,0,0
4,0,0,186,14,0,0,0
4,0,1,204,14,0,0,0
1,0,2,3338,14,0,0,299
3,0,0,830,14,0,0,0
4,0,0,204,14,0,0,0
3,0,4,776,14,0,0,0
4,0,1,204,14,0,0,0
3,1,3,536,15,0,0,0
4,0,0,170,15,0,0,0
4,1,4,198,15,0,0,0
1,1,3,1122,15,0,0,20
4,1,4,232,15,0,0,0
3,0,1,978,15,0,0,0
2,0,4,340,15,0,0,0
4,0,2,376,16,0,0,0
4,0,0,384,16,0,0,0
3,1,1,896,16,0,0,0
3,0,1,708,16,0,0,0
4,1,3,354,16,0,0,0
4,1,1,316,16,0,0,0
1,0,3,3240,16,0,0,224
1,1,1,504,16,0,0,59
1,0,0,3348,17,0,0,205
1,0,0,1288,17,0,0,177
1,0,2,986,18,0,0,61
1,0,1,784,18,0,0,80
1,1,1,2312,18,0,0,215
1,0,0,2154,18,0,0,134
1,0,2,2826,18,0,0,183
1,0,3,2342,6,1,0,204
1,0,0,1288,6,1,0,96
1,1,1,504,7,1,0,70
1,0,3,548,7,1,0,38
1,0,3,3240,8,1,0,165
1,1,4,2582,8,1,0,114
1,0,3,2202,8,1,0,197
1,0,4,1752,8,1,0,109
4,0,2,292,9,1,0,0
4,1,3,300,9,1,0,0
4,0,4,212,9,1,0,0
3,1,4,798,9,1,0,0
1,0,1,784,9,1,0,90
4,0,1,332,9,1,0,0
4,0,3,276,9,1,0,0
0,0,2,966,9,1,0,20
1,1,1,2522,9,1,0,205
3,0,2,972,9,1,0,0
3,0,1,462,10,1,0,0
4,1,2,194,10,1,0,0
4,0,0,252,10,1,0,0
4,0,3,298,10,1,0,0
2,1,1,666,10,1,0,0
4,1,3,324,10,1,0,0
4,0,2,338,10,1,0,0
2,1,3,752,10,1,0,0
1,0,0,3646,10,1,0,30
4,0,2,192,10,1,0,0
1,1,1,2312,10,1,0,112
4,0,0,270,10,1,0,0
3,0,1,538,10,1,0,0
2,0,1,828,10,1,0,0
2,1,4,772,11,1,0,0
4,0,2,218,11,1,0,0
4,0,3,262,11,1,0,0
4,0,0,226,11,1,0,0
2,1,2,726,11,1,0,0
1,1,1,2086,11,1,0,101
4,1,2,182,11,1,0,0
4,0,1,306,11,1,0,0
4,1,0,302,11,1,0,0
4,0,0,282,11,1,0,0
4,0,1,236,12,1,0,0
2,0,0,422,12,1,0,0
4,0,0,216,12,1,0,0
1,1,3,1146,12,1,0,87
4,0,3,230,12,1,0,0
1,0,2,3338,12,1,0,194
3,1,1,530,13,1,0,0
4,1,1,350,13,1,0,0
3,1,0,812,13,1,0,0
1,0,0,3200,13,1,0,250
1,0,2,2826,13,1,0,157
1,0,4,2618,13,1,0,244
4,1,3,294,13,1,0,0
4,1,2,352,13,1,0,0
3,0,1,492,13,1,0,0
1,1,0,978,13,1,0,67
1,0,2,986,13,1,0,43
4,1,0,168,13,1,0,0
3,1,2,536,13,1,0,0
4,0,0,288,14,1,0,0
2,0,1,408,14,1,0,0
1,0,2,958,14,1,0,19
4,0,4,356,14,1,0,0
1,0,4,1066,14,1,0,20
4,0,2,226,14,1,0,0
2,1,1,666,14,1,0,0
1,1,1,2702,14,1,0,254
3,1,2,682,14,1,0,0
4,1,0,348,14,1,0,0
1,0,2,1538,15,1,0,134
4,0,0,384,15,1,0,0
1,0,1,2670,15,1,0,216
4,1,4,262,15,1,0,0
1,0,4,1458,15,1,0,58
4,0,3,266,15,1,0,0
1,0,1,3314,15,1,0,30
1,0,0,470,16,1,0,17
2,1,4,688,16,1,0,0
4,0,2,362,16,1,0,0
2,1,0,436,16,1,0,0
1,0,4,3982,16,1,0,200
4,0,0,294,16,1,0,0
1,0,0,816,16,1,0,19
1,0,3,3400,16,1,0,30
1,0,0,3348,17,1,0,108
1,0,2,3322,17,1,0,221
1,0,0,524,17,1,0,43
1,0,0,2154,17,1,0,203
1,0,0,3514,18,1,0,146
1,0,1,716,18,1,0,45
1,0,0,2124,18,1,0,129
1,1,3,1146,6,2,0,103
1,0,1,716,6,2,0,37
1,1,1,504,6,2,0,59
1,0,0,524,6,2,0,52
1,0,0,3514,7,2,0,104
1,0,2,1538,8,2,0,107
4,0,2,354,9,2,0,0
4,1,2,280,9,2,0,0
4,0,1,392,9,2,0,0
1,0,3,548,9,2,0,39
1,0,2,2826,9,2,0,116
1,0,0,2124,9,2,0,112
3,1,0,532,9,2,0,0
3,0,1,798,9,2,0,0
1,0,1,784,9,2,0,48
1,0,0,3348,9,2,0,173
4,1,1,342,9,2,0,0
4,1,3,186,10,2,0,0
1,0,1,3030,10,2,0,30
4,0,0,290,10,2,0,0
2,0,3,866,10,2,0,0
3,1,1,624,10,2,0,0
4,0,0,310,10,2,0,0
4,0,2,164,10,2,0,0
3,1,0,650,10,2,0,0
4,0,2,288,10,2,0,0
3,1,3,726,10,2,0,0
1,0,0,1984,10,2,0,166
1,1,1,2086,11,2,0,148
0,1,3,748,11,2,0,20
2,1,3,840,11,2,0,0
2,1,4,536,11,2,0,0
1,0,2,3322,11,2,0,170
4,1,3,282,11,2,0,0
1,0,3,2864,12,2,0,230
0,0,3,808,12,2,0,24
4,0,3,280,12,2,0,0
4,1,1,242,12,2,0,0
4,0,4,304,12,2,0,0
4,0,2,246,13,2,0,0
2,1,1,378,13,2,0,0
4,1,3,382,13,2,0,0
2,0,3,930,13,2,0,0
2,0,2,398,13,2,0,0
1,0,0,500,13,2,0,59
3,0,3,788,13,2,0,0
3,0,0,368,14,2,0,0
1,0,4,3982,14,2,0,207
4,1,2,254,14,2,0,0
3,0,2,860,14,2,0,0
1,0,2,910,14,2,0,89
1,0,0,3200,14,2,0,248
4,0,4,274,14,2,0,0
1,0,3,1832,14,2,0,24
4,0,3,258,14,2,0,0
3,1,3,422,15,2,0,0
4,0,3,372,15,2,0,0
4,0,1,194,15,2,0,0
2,1,4,656,15,2,0,0
4,0,1,342,15,2,0,0
1,0,4,2306,15,2,0,190
1,0,2,1946,15,2,0,25
1,0,2,2896,15,2,0,232
2,1,1,664,15,2,0,0
3,1,0,462,15,2,0,0
2,0,0,950,15,2,0,0
1,1,4,2582,15,2,0,135
0,0,0,980,16,2,0,24
1,0,3,2202,16,2,0,157
1,0,3,858,16,2,0,19
4,1,3,350,16,2,0,0
1,0,1,2670,16,2,0,107
4,0,2,240,16,2,0,0
1,1,1,2702,16,2,0,214
1,1,1,2522,16,2,0,210
1,0,3,2482,16,2,0,202
4,0,0,216,16,2,0,0
4,1,0,178,16,2,0,0
4,0,2,186,16,2,0,0
1,0,3,2342,18,2,0,181
1,0,2,986,18,2,0,76
1,0,0,3200,6,3,0,184
1,1,4,2582,6,3,0,210
1,0,3,2864,6,3,0,157
1,0,2,2826,7,3,0,137
1,1,3,1146,8,3,0,77
4,0,0,384,9,3,0,0
3,0,2,598,9,3,0,0
3,1,0,474,9,3,0,0
4,0,0,328,9,3,0,0
1,0,2,1538,9,3,0,106
3,0,3,648,9,3,0,0
4,0,2,368,9,3,0,0
1,1,3,3114,10,3,0,30
1,0,0,3348,10,3,0,218
1,0,2,1942,10,3,0,163
2,1,4,636,10,3,0,0
1,0,0,3502,10,3,0,240
1,1,1,2086,10,3,0,91
4,1,4,196,11,3,0,0
2,1,1,344,11,3,0,0
1,1,1,3234,11,3,0,240
2,0,1,558,11,3,0,0
3,0,0,372,12,3,0,0
1,1,1,3666,12,3,0,30
1,1,0,1440,12,3,0,127
4,0,2,334,12,3,0,0
0,0,4,590,13,3,0,28
4,1,2,196,13,3,0,0
1,0,1,784,13,3,0,58
1,0,1,1500,13,3,0,131
4,0,3,254,13,3,0,0
4,0,3,350,14,3,0,0
1,1,1,504,14,3,0,66
1,0,4,1864,14,3,0,24
1,0,0,1984,14,3,0,69
3,1,0,886,14,3,0,0
2,1,4,702,14,3,0,0
4,1,0,266,14,3,0,0
4,1,2,224,14,3,0,0
4,0,0,316,14,3,0,0
1,0,4,2682,14,3,0,28
3,0,1,346,14,3,0,0
4,1,2,242,14,3,0,0
1,1,3,1174,14,3,0,21
4,1,1,322,14,3,0,0
1,0,4,2306,15,3,0,162
3,1,1,884,15,3,0,0
2,1,4,994,15,3,0,0
2,0,4,350,15,3,0,0
1,0,2,3322,15,3,0,217
4,1,2,182,15,3,0,0
4,0,0,352,15,3,0,0
4,1,2,208,15,3,0,0
3,1,3,810,15,3,0,0
3,1,3,760,15,3,0,0
4,1,2,246,16,3,0,0
1,0,3,2482,16,3,0,174
3,0,4,904,16,3,0,0
2,0,1,982,16,3,0,0
4,0,3,354,16,3,0,0
4,0,1,172,16,3,0,0
1,0,1,2670,16,3,0,249
3,1,1,348,16,3,0,0
1,1,1,2702,16,3,0,162
1,1,1,2522,17,3,0,91
1,0,2,910,17,3,0,73
1,0,2,2896,18,3,0,119
1,0,0,500,18,3,0,34
1,1,1,2086,7,4,0,211
1,0,1,1500,7,4,0,182
1,1,1,504,8,4,0,75
1,0,3,2864,8,4,0,200
4,0,4,336,9,4,0,0
4,0,0,160,9,4,0,0
0,0,4,908,9,4,0,17
4,1,0,172,9,4,0,0
4,1,3,168,9,4,0,0
2,1,1,618,9,4,0,0
4,0,3,396,9,4,0,0
4,1,3,258,10,4,0,0
4,0,3,260,10,4,0,0
2,1,1,874,10,4,0,0
4,0,3,188,10,4,0,0
1,0,4,698,10,4,0,73
4,0,3,334,11,4,0,0
3,1,0,380,11,4,0,0
1,0,2,602,11,4,0,18
3,1,1,346,11,4,0,0
1,0,4,3984,11,4,0,240
1,1,1,2522,11,4,0,228
4,0,3,330,11,4,0,0
4,0,3,366,12,4,0,0
1,1,4,2582,12,4,0,260
4,1,0,372,12,4,0,0
1,0,0,1984,12,4,0,135
1,0,0,2344,12,4,0,192
4,0,4,334,12,4,0,0
3,1,3,722,12,4,0,0
4,0,4,250,12,4,0,0
4,0,0,230,12,4,0,0
0,0,4,710,12,4,0,17
2,1,0,998,12,4,0,0
1,0,2,1942,13,4,0,180
4,1,0,222,13,4,0,0
0,0,4,788,13,4,0,19
2,1,1,730,13,4,0,0
4,1,4,266,13,4,0,0
4,0,1,376,13,4,0,0
2,1,4,956,13,4,0,0
1,0,2,910,13,4,0,66
1,0,3,2482,13,4,0,194
0,0,3,946,13,4,0,12
2,0,4,772,13,4,0,0
4,0,0,218,14,4,0,0
1,1,3,1146,14,4,0,127
1,1,3,3802,14,4,0,240
4,0,4,272,14,4,0,0
1,0,2,2896,14,4,0,162
2,0,1,848,14,4,0,0
4,0,3,244,14,4,0,0
1,0,0,500,14,4,0,51
1,0,1,2670,14,4,0,138
3,0,0,956,15,4,0,0
4,1,0,350,15,4,0,0
4,1,0,336,15,4,0,0
1,0,0,2300,15,4,0,189
4,0,1,332,15,4,0,0
4,1,2,260,15,4,0,0
4,0,4,294,15,4,0,0
2,0,1,950,15,4,0,0
0,0,3,590,15,4,0,14
4,0,0,240,15,4,0,0
1,0,1,784,16,4,0,47
4,1,3,192,16,4,0,0
4,1,3,210,16,4,0,0
1,0,0,808,16,4,0,81
2,1,4,748,16,4,0,0
0,0,4,484,16,4,0,15
1,0,4,2306,16,4,0,120
1,1,3,1918,16,4,0,24
2,1,3,732,16,4,0,0
1,1,0,1440,17,4,0,129
1,0,0,3200,17,4,0,255
1,0,0,3502,18,4,0,116
1,1,1,3234,18,4,0,218
1,0,2,1538,18,4,0,111
1,0,2,2896,6,5,1,351
1,0,1,2670,7,5,1,422
1,1,1,504,7,5,1,130
1,0,3,2482,7,5,1,389
1,1,1,2522,8,5,1,309
1,0,0,3502,9,5,1,189
1,0,4,3984,10,5,1,533
1,0,3,2864,11,5,1,323
1,0,0,808,11,5,1,116
1,1,1,2086,11,5,1,260
1,1,1,3234,12,5,1,244
1,0,2,1538,12,5,1,177
1,0,4,698,12,5,1,74
1,0,0,1984,12,5,1,261
1,0,0,2300,12,5,1,207
1,0,0,2344,12,5,1,228
1,0,2,1942,13,5,1,210
1,0,2,910,15,5,1,134
1,1,3,3802,16,5,1,318
1,0,4,2306,17,5,1,239
1,0,0,500,18,5,1,100
1,1,0,1440,18,5,1,158
1,0,1,1500,18,5,1,134
1,1,3,1146,18,5,1,208
1,1,0,1440,6,6,1,59
1,0,1,1500,6,6,1,56
1,1,3,3802,6,6,1,98
1,0,0,500,7,6,1,38
1,1,1,504,7,6,1,32
1,1,1,2522,8,6,1,149
1,0,3,2864,9,6,1,75
1,0,3,2482,9,6,1,130
1,0,0,3502,10,6,1,89
1,0,4,2306,10,6,1,112
1,0,0,2344,10,6,1,90
1,0,4,3984,11,6,1,94
1,0,2,910,11,6,1,49
1,0,0,1984,12,6,1,110
1,0,2,2896,14,6,1,69
