pollutant_ppm,biological,is_contaminated,contamination_type
0.0,262.668,1,Biological
0.0,485.162,1,Biological
5.47676,0.0,1,Chemical
0.0965977,6.7e-05,0,Clean
7.47724,0.0,1,Chemical
2.20308,0.0,1,Chemical
0.0,96.6341,1,Biological
2.01101,0.0,1,Chemical
0.0,13.3,1,Biological
0.0,1.60546,1,Biological
0.0,318.664,1,Biological
4.72713,0.0,1,Chemical
0.0,318.664,1,Biological
0.0860874,7.19e-05,0,Clean
0.0773857,5.86e-05,0,Clean
0.0,18.1273,1,Biological
0.0,267.371,1,Biological
5.31708,0.0,1,Chemical
0.0134795,7.72e-05,0,Clean
1.08963,0.0,1,Chemical
0.0131232,1.03e-05,0,Clean
0.0,267.371,1,Biological
4.72682,0.0,1,Chemical
7.16264,0.0,1,Chemical
0.0,267.371,1,Biological
0.0,262.668,1,Biological
0.0889181,1.98e-05,0,Clean
0.0259789,6.82e-05,0,Clean
0.0154757,8.17e-05,0,Clean
0.0,35.8201,1,Biological
8.00268,0.0,1,Chemical
0.0327528,3.85e-06,0,Clean
9.55123,0.0,1,Chemical
0.0913338,7.41e-05,0,Clean
0.0252094,5.9e-05,0,Clean
0.0253602,7.28e-05,0,Clean
0.0,485.162,1,Biological
3.47718,0.0,1,Chemical
0.0657912,8.67e-05,0,Clean
5.82569,0.0,1,Chemical
9.39479,0.0,1,Chemical
0.0576661,1.53e-05,0,Clean
6.11045,0.0,1,Chemical
2.15441,0.0,1,Chemical
0.0723854,1.65e-05,0,Clean
0.0583835,3.66e-05,0,Clean
0.0,182.88,1,Biological
0.0,495.898,1,Biological
4.55086,0.0,1,Chemical
0.0,182.88,1,Biological
1.34934,0.0,1,Chemical
6.31181,0.0,1,Chemical
0.0,267.371,1,Biological
0.0449547,3.33e-05,0,Clean
6.30578,0.0,1,Chemical
7.40277,0.0,1,Chemical
0.0480519,5.69e-05,0,Clean
0.0,267.371,1,Biological
0.0932888,8.44e-05,0,Clean
6.02452,0.0,1,Chemical
0.0,495.898,1,Biological
0.0219793,5.14e-05,0,Clean
0.0,267.371,1,Biological
9.66915,0.0,1,Chemical
0.0,96.6341,1,Biological
0.0,96.6341,1,Biological
0.0234558,3.83e-06,0,Clean
5.8234,0.0,1,Chemical
0.0121998,6.49e-05,0,Clean
2.07447,0.0,1,Chemical
0.0422848,1.31e-05,0,Clean
5.06822,0.0,1,Chemical
0.0,24.7185,1,Biological
9.35338,0.0,1,Chemical
9.72666,0.0,1,Chemical
0.0926474,7.09e-05,0,Clean
0.0,267.371,1,Biological
7.1832,0.0,1,Chemical
2.3021,0.0,1,Chemical
0.0,96.6341,1,Biological
0.0991394,1.53e-05,0,Clean
5.83603,0.0,1,Chemical
0.0,485.162,1,Biological
5.30182,0.0,1,Chemical
0.0,267.371,1,Biological
5.33044,0.0,1,Chemical
0.0,267.371,1,Biological
4.50091,0.0,1,Chemical
0.0,318.664,1,Biological
0.0,16.1322,1,Biological
1.3614,0.0,1,Chemical
0.0139223,6.36e-05,0,Clean
9.0555,0.0,1,Chemical
0.0,6.50538,1,Biological
6.76388,0.0,1,Chemical
0.0926166,7.21e-05,0,Clean
3.36237,0.0,1,Chemical
0.0723321,6.98e-05,0,Clean
0.0,34.1304,1,Biological
9.66106,0.0,1,Chemical
0.0,262.668,1,Biological
0.0,495.898,1,Biological
3.88364,0.0,1,Chemical
1.82126,0.0,1,Chemical
0.0,495.898,1,Biological
0.0323407,3.26e-05,0,Clean
0.0473702,5.37e-05,0,Clean
0.0,485.162,1,Biological
0.0,1.136,1,Biological
1.71642,0.0,1,Chemical
0.028134,7.06e-05,0,Clean
2.49392,0.0,1,Chemical
0.0102445,9.21e-05,0,Clean
0.0,318.664,1,Biological
6.67686,0.0,1,Chemical
8.51303,0.0,1,Chemical
0.0,318.664,1,Biological
0.0,495.898,1,Biological
0.0,3.2887,1,Biological
4.52954,0.0,1,Chemical
0.0,13.0355,1,Biological
9.67228,0.0,1,Chemical
0.0,262.668,1,Biological
0.0374125,4.86e-05,0,Clean
0.0,5.31147,1,Biological
0.0,37.4508,1,Biological
2.24003,0.0,1,Chemical
3.12354,0.0,1,Chemical
9.4293,0.0,1,Chemical
8.82972,0.0,1,Chemical
0.0828,13.7162,1,Biological
9.58596,0.0,1,Chemical
0.0,182.88,1,Biological
0.0274768,8.78e-05,0,Clean
0.087104,3.9e-05,0,Clean
1.95517,0.0,1,Chemical
0.0,96.6341,1,Biological
0.0600745,3.13e-05,0,Clean
0.0,262.668,1,Biological
0.0388486,3.95e-05,0,Clean
0.0,318.664,1,Biological
0.0929197,3.63e-06,0,Clean
0.0872291,9.97e-05,0,Clean
0.0,318.664,1,Biological
0.0,267.371,1,Biological
5.53341,0.0,1,Chemical
9.81841,0.0,1,Chemical
0.0557704,8.76e-05,0,Clean
0.0131206,3.87e-05,0,Clean
4.79196,0.0,1,Chemical
0.0153556,3.08e-05,0,Clean
6.92719,0.0,1,Chemical
0.0896339,3.81e-05,0,Clean
0.0,318.664,1,Biological
0.0511013,9.79e-05,0,Clean
0.0,267.371,1,Biological
0.0,485.162,1,Biological
0.0,21.3196,1,Biological
0.0,182.88,1,Biological
0.0673027,7.55e-05,0,Clean
4.31883,0.0,1,Chemical
5.99127,0.0,1,Chemical
0.0,495.898,1,Biological
7.07757,0.0,1,Chemical
0.0777723,8.35e-05,0,Clean
4.60745,0.0,1,Chemical
0.0,182.88,1,Biological
3.36493,0.0,1,Chemical
0.0,44.2457,1,Biological
7.74109,0.0,1,Chemical
0.0364008,9.11e-05,0,Clean
0.0,262.668,1,Biological
9.34952,0.0,1,Chemical
0.0505643,4.84e-06,0,Clean
6.66097,0.0,1,Chemical
0.0611388,5.1e-05,0,Clean
0.0,96.6341,1,Biological
0.0,182.88,1,Biological
0.0,318.664,1,Biological
0.0,96.6341,1,Biological
1.31969,0.0,1,Chemical
0.0,96.6341,1,Biological
0.0,7.26941,1,Biological
0.0,3.61012,1,Biological
4.14025,0.0,1,Chemical
0.0,267.371,1,Biological
0.0,495.898,1,Biological
9.91978,0.0,1,Chemical
7.3958,0.0,1,Chemical
0.0,262.668,1,Biological
6.72572,0.0,1,Chemical
0.0471344,4.06e-05,0,Clean
8.77561,0.0,1,Chemical
0.0127075,4.98e-05,0,Clean
1.39837,0.0,1,Chemical
0.0916279,2.72e-05,0,Clean
5.46757,0.0,1,Chemical
0.0290477,8.65e-05,0,Clean
4.38185,0.0,1,Chemical
0.0,46.2424,1,Biological
0.0967238,5.09e-05,0,Clean
0.0,267.371,1,Biological
8.03436,0.0,1,Chemical
0.0505651,9.51e-05,0,Clean
0.0512859,2.27e-05,0,Clean
0.0895363,2.81e-05,0,Clean
0.0,485.162,1,Biological
0.0,96.6341,1,Biological
0.0244595,7.26e-05,0,Clean
0.0273401,7.87e-05,0,Clean
6.36716,0.0,1,Chemical
0.0,96.6341,1,Biological
0.0,96.6341,1,Biological
8.51519,0.0,1,Chemical
1.42744,0.0,1,Chemical
0.0783308,7.56e-05,0,Clean
0.0,96.6341,1,Biological
0.0357132,4.2e-05,0,Clean
0.0,318.664,1,Biological
0.0397233,8.33e-05,0,Clean
0.0391152,9.03e-05,0,Clean
0.0,318.664,1,Biological
0.0214604,1.74e-06,0,Clean
0.0,20.3815,1,Biological
0.0766493,3.77e-05,0,Clean
0.0,262.668,1,Biological
6.13452,0.0,1,Chemical
0.053185,8.35e-05,0,Clean
0.0,13.1806,1,Biological
0.0,318.664,1,Biological
2.84304,0.0,1,Chemical
0.0994199,4.28e-06,0,Clean
1.69303,0.0,1,Chemical
8.30378,0.0,1,Chemical
9.95972,0.0,1,Chemical
0.0,96.6341,1,Biological
0.0965278,7.09e-05,0,Clean
0.0,318.664,1,Biological
0.0,96.6341,1,Biological
8.22839,0.0,1,Chemical
0.0,267.371,1,Biological
0.0,262.668,1,Biological
9.59187,0.0,1,Chemical
0.0,318.664,1,Biological
9.47886,0.0,1,Chemical
0.0466423,4.17e-05,0,Clean
0.0837322,9.56e-05,0,Clean
6.91645,0.0,1,Chemical
8.98205,0.0,1,Chemical
3.80533,0.0,1,Chemical
0.0635581,5.29e-05,0,Clean
3.51337,0.0,1,Chemical
0.0,267.371,1,Biological
9.39484,0.0,1,Chemical
0.0,485.162,1,Biological
0.0,182.88,1,Biological
0.0376493,7.77e-05,0,Clean
0.0,4.7582,1,Biological
0.0,495.898,1,Biological
9.80776,0.0,1,Chemical
0.0609813,3e-05,0,Clean
0.0,267.371,1,Biological
0.095711,1.69e-05,0,Clean
0.0,262.668,1,Biological
0.0257838,9.43e-05,0,Clean
3.21474,0.0,1,Chemical
3.99567,0.0,1,Chemical
4.20594,0.0,1,Chemical
0.0,34.2493,1,Biological
0.0,96.6341,1,Biological
0.0,6.97201,1,Biological
0.0789454,2.08e-05,0,Clean
0.0451345,2.1e-05,0,Clean
9.89173,0.0,1,Chemical
0.0984448,4.25e-05,0,Clean
0.0560131,4.97e-05,0,Clean
2.50057,0.0,1,Chemical
8.50889,0.0,1,Chemical
2.33375,0.0,1,Chemical
8.00778,0.0,1,Chemical
0.0371009,2.08e-05,0,Clean
0.0126717,5.52e-05,0,Clean
0.0,495.898,1,Biological
0.0,96.6341,1,Biological
0.0276055,1.33e-05,0,Clean
8.62342,0.0,1,Chemical
0.0,267.371,1,Biological
6.75101,0.0,1,Chemical
0.0365292,8.47e-07,0,Clean
6.57044,0.0,1,Chemical
2.81895,0.0,1,Chemical
0.0,262.668,1,Biological
0.0899441,6.45e-05,0,Clean
0.0562157,1.97e-05,0,Clean
7.59879,0.0,1,Chemical
0.0,495.898,1,Biological
0.0,182.88,1,Biological
7.14094,0.0,1,Chemical
3.26065,0.0,1,Chemical
0.0487741,5.31e-06,0,Clean
0.0312629,6.73e-05,0,Clean
9.64399,0.0,1,Chemical
0.035409,2.07e-05,0,Clean
0.0,182.88,1,Biological
7.17589,0.0,1,Chemical
9.39002,0.0,1,Chemical
6.28066,0.0,1,Chemical
0.0,495.898,1,Biological
0.0,32.1121,1,Biological
3.43915,0.0,1,Chemical
0.0177775,1.66e-06,0,Clean
0.0165596,4.61e-05,0,Clean
0.0445967,2.56e-05,0,Clean
0.0,495.898,1,Biological
5.91173,0.0,1,Chemical
0.0,267.371,1,Biological
4.81474,0.0,1,Chemical
0.0246522,8.97e-05,0,Clean
0.0623781,7.15e-05,0,Clean
0.0,182.88,1,Biological
0.0346594,8.86e-05,0,Clean
0.0,182.88,1,Biological
0.0,96.6341,1,Biological
3.755,0.0,1,Chemical
9.34146,0.0,1,Chemical
0.0136072,2.84e-05,0,Clean
0.0,39.6443,1,Biological
9.78149,0.0,1,Chemical
5.34706,0.0,1,Chemical
0.0,96.6341,1,Biological
0.0,182.88,1,Biological
3.01825,0.0,1,Chemical
0.0,318.664,1,Biological
3.70525,0.0,1,Chemical
0.0,267.371,1,Biological
8.24657,0.0,1,Chemical
0.0909745,7.61e-05,0,Clean
0.0,1.88548,1,Biological
8.51003,0.0,1,Chemical
0.084284,9.55e-05,0,Clean
4.15437,0.0,1,Chemical
0.0387031,4.91e-05,0,Clean
0.0,267.371,1,Biological
6.22106,0.0,1,Chemical
0.0,182.88,1,Biological
0.0,40.4944,1,Biological
0.0,182.88,1,Biological
0.0704181,5.89e-05,0,Clean
2.70042,0.0,1,Chemical
7.27219,0.0,1,Chemical
9.52759,0.0,1,Chemical
5.95338,0.0,1,Chemical
0.0476011,4.72e-05,0,Clean
0.0,46.8155,1,Biological
0.0434409,5.92e-05,0,Clean
0.0,262.668,1,Biological
2.66689,0.0,1,Chemical
0.0569902,5.45e-05,0,Clean
0.0410661,9.5e-05,0,Clean
4.04922,0.0,1,Chemical
0.04225,1.12e-05,0,Clean
4.06414,0.0,1,Chemical
0.0,495.898,1,Biological
3.21399,0.0,1,Chemical
3.04292,0.0,1,Chemical
0.0563332,7.13e-05,0,Clean
3.46677,0.0,1,Chemical
0.0,96.6341,1,Biological
0.0,12.5943,1,Biological
0.085459,2.27e-05,0,Clean
0.0,182.88,1,Biological
6.17612,0.0,1,Chemical
4.83029,0.0,1,Chemical
0.0628044,9.98e-05,0,Clean
8.57646,0.0,1,Chemical
0.0147035,3.07e-05,0,Clean
0.0,182.88,1,Biological
0.0,485.162,1,Biological
5.62124,0.0,1,Chemical
0.0538074,5.41e-05,0,Clean
0.0542425,7.86e-05,0,Clean
0.0,495.898,1,Biological
0.0,22.525,1,Biological
0.0,485.162,1,Biological
0.0124641,3.04e-05,0,Clean
0.0777225,1.65e-05,0,Clean
8.39846,0.0,1,Chemical
0.0,495.898,1,Biological
0.0,262.668,1,Biological
0.0259194,9.13e-05,0,Clean
4.22816,0.0,1,Chemical
0.0,24.8422,1,Biological
0.0894732,6.93e-06,0,Clean
5.85106,0.0,1,Chemical
6.11352,0.0,1,Chemical
7.47308,0.0,1,Chemical
0.0,182.88,1,Biological
0.028496,6.07e-05,0,Clean
9.80311,0.0,1,Chemical
0.0,96.6341,1,Biological
1.65159,0.0,1,Chemical
5.52181,0.0,1,Chemical
7.52712,0.0,1,Chemical
3.94995,0.0,1,Chemical
0.0591189,8.29e-05,0,Clean
0.0,318.664,1,Biological
3.78956,0.0,1,Chemical
9.09111,0.0,1,Chemical
2.65257,0.0,1,Chemical
0.0,485.162,1,Biological
0.0,6.63614,1,Biological
0.0630687,3.24e-05,0,Clean
2.58435,0.0,1,Chemical
0.0126975,1.33e-05,0,Clean
0.0248785,6.92e-05,0,Clean
9.67338,0.0,1,Chemical
0.0494588,6.12e-06,0,Clean
3.83196,0.0,1,Chemical
0.0877925,2.3e-05,0,Clean
0.0557073,9.66e-05,0,Clean
4.88979,0.0,1,Chemical
0.0729087,1.4e-05,0,Clean
5.50951,0.0,1,Chemical
4.07593,0.0,1,Chemical
1.57205,0.0,1,Chemical
0.0,96.6341,1,Biological
0.0852462,8.03e-05,0,Clean
0.0,182.88,1,Biological
0.044041,5.93e-05,0,Clean
0.0684285,5.57e-05,0,Clean
4.06227,0.0,1,Chemical
0.0291299,6.77e-07,0,Clean
0.0734088,3.62e-05,0,Clean
6.88532,0.0,1,Chemical
7.39987,0.0,1,Chemical
3.20509,0.0,1,Chemical
0.0829866,7.91e-05,0,Clean
0.0621623,8.69e-05,0,Clean
0.0702464,9.73e-05,0,Clean
0.0,495.898,1,Biological
5.94922,0.0,1,Chemical
0.0673918,2.58e-05,0,Clean
0.0,96.6341,1,Biological
0.0,262.668,1,Biological
1.17527,0.0,1,Chemical
5.33269,0.0,1,Chemical
0.0988156,49.2078,1,Biological
0.0231562,7.5e-06,0,Clean
2.29853,0.0,1,Chemical
0.0,267.371,1,Biological
2.43186,0.0,1,Chemical
4.57424,0.0,1,Chemical
4.17881,0.0,1,Chemical
0.0885156,2.66e-05,0,Clean
0.0440637,1.04e-05,0,Clean
7.00737,0.0,1,Chemical
0.0,495.898,1,Biological
0.0881856,7.21e-05,0,Clean
0.0319297,2.93e-05,0,Clean
0.0246145,3.01e-05,0,Clean
0.0715736,6.27e-05,0,Clean
0.0164099,2.32e-05,0,Clean
0.0,267.371,1,Biological
0.0,495.898,1,Biological
6.79748,0.0,1,Chemical
0.0612986,2.78e-05,0,Clean
0.0,8.65398,1,Biological
1.97454,0.0,1,Chemical
7.26166,0.0,1,Chemical
4.66163,0.0,1,Chemical
9.2872,0.0,1,Chemical
0.0,96.6341,1,Biological
2.57852,0.0,1,Chemical
0.0915026,6.97e-05,0,Clean
0.0,485.162,1,Biological
9.05884,0.0,1,Chemical
8.81505,0.0,1,Chemical
1.78066,0.0,1,Chemical
7.77034,0.0,1,Chemical
0.0,318.664,1,Biological
3.39843,0.0,1,Chemical
4.77257,0.0,1,Chemical
0.0,267.371,1,Biological
0.0,96.6341,1,Biological
7.13548,0.0,1,Chemical
0.0208551,6.48e-05,0,Clean
0.0,182.88,1,Biological
3.35402,0.0,1,Chemical
0.0412349,1.5e-05,0,Clean
0.014513,8.04e-05,0,Clean
0.0,182.88,1,Biological
0.0233639,5.72e-05,0,Clean
0.0448855,4.5e-05,0,Clean
0.039944,5.31e-05,0,Clean
7.00812,0.0,1,Chemical
0.044668,3.04e-05,0,Clean
0.0746491,9.3e-05,0,Clean
1.141,0.0,1,Chemical
0.0,267.371,1,Biological
0.0,23.3615,1,Biological
1.23549,0.0,1,Chemical
2.04384,0.0,1,Chemical
0.0661132,7.38e-05,0,Clean
0.0,182.88,1,Biological
0.0605767,18.7618,1,Biological
0.0,495.898,1,Biological
6.14066,0.0,1,Chemical
0.0,40.8454,1,Biological
7.64343,0.0,1,Chemical
0.0,267.371,1,Biological
6.97604,0.0,1,Chemical
0.0,318.664,1,Biological
0.0244218,2.84e-05,0,Clean
0.0,485.162,1,Biological
0.0838644,7.22e-05,0,Clean
0.0919717,7.57e-05,0,Clean
0.0138039,6.2e-05,0,Clean
0.0332111,8.28e-05,0,Clean
0.0,318.664,1,Biological
0.0,267.371,1,Biological
0.0,182.88,1,Biological
0.0586541,2.81e-05,0,Clean
5.11855,0.0,1,Chemical
0.015721,9.22e-05,0,Clean
0.0,34.1428,1,Biological
0.0275604,7.67e-05,0,Clean
0.0366503,6.75e-06,0,Clean
9.07369,0.0,1,Chemical
0.0,495.898,1,Biological
6.40004,0.0,1,Chemical
0.0303383,3.7e-06,0,Clean
6.05597,0.0,1,Chemical
4.58592,0.0,1,Chemical
0.0597854,9.82e-05,0,Clean
0.078632,8.01e-05,0,Clean
0.0238349,5.75e-06,0,Clean
0.0234475,8.85e-05,0,Clean
0.0952599,2.51e-05,0,Clean
0.0182968,6e-05,0,Clean
0.0,48.1776,1,Biological
7.61975,0.0,1,Chemical
0.0,38.4598,1,Biological
0.0,495.898,1,Biological
0.0609004,2.46e-05,0,Clean
0.0,495.898,1,Biological
0.0889718,4.29e-05,0,Clean
0.0923726,4.1e-05,0,Clean
2.01033,0.0,1,Chemical
0.0,318.664,1,Biological
0.0,495.898,1,Biological
4.2929,0.0,1,Chemical
0.0,318.664,1,Biological
4.60909,0.0,1,Chemical
4.2664,0.0,1,Chemical
0.0368421,7.63e-05,0,Clean
0.0,318.664,1,Biological
0.0768002,5.86e-05,0,Clean
7.60853,0.0,1,Chemical
6.92782,0.0,1,Chemical
5.84077,0.0,1,Chemical
0.0456256,6.41e-05,0,Clean
8.56354,0.0,1,Chemical
0.0516553,4.48e-05,0,Clean
0.0293391,3.16e-05,0,Clean
0.059977,2.35e-05,0,Clean
0.0,318.664,1,Biological
0.0401427,2.27e-05,0,Clean
0.0,262.668,1,Biological
0.0,47.7659,1,Biological
0.0745242,4.32e-05,0,Clean
0.0,495.898,1,Biological
0.0,23.4503,1,Biological
7.96313,0.0,1,Chemical
0.0,485.162,1,Biological
5.8966,0.0,1,Chemical
0.0,495.898,1,Biological
3.05134,0.0,1,Chemical
0.0315696,4.8e-05,0,Clean
4.78924,0.0,1,Chemical
0.0,485.162,1,Biological
0.0,96.6341,1,Biological
0.0724431,1.01e-05,0,Clean
4.83341,0.0,1,Chemical
9.4438,0.0,1,Chemical
3.26799,0.0,1,Chemical
6.82235,0.0,1,Chemical
3.35034,0.0,1,Chemical
8.9232,0.0,1,Chemical
0.0,96.6341,1,Biological
0.0320682,6.8e-06,0,Clean
9.65704,0.0,1,Chemical
0.0444537,3.57e-06,0,Clean
0.0,23.9538,1,Biological
0.0700219,9.75e-05,0,Clean
8.03528,0.0,1,Chemical
0.0,318.664,1,Biological
4.24939,0.0,1,Chemical
0.0777937,7.66e-05,0,Clean
0.0236156,9.05e-05,0,Clean
0.0201514,2.28e-05,0,Clean
0.0284362,4.23e-05,0,Clean
0.0241857,4.33e-05,0,Clean
0.0906305,8.97e-05,0,Clean
8.68166,0.0,1,Chemical
0.0713384,1.85e-05,0,Clean
2.16363,0.0,1,Chemical
2.2282,0.0,1,Chemical
0.0,182.88,1,Biological
1.70362,0.0,1,Chemical
1.58496,0.0,1,Chemical
7.21707,0.0,1,Chemical
3.62311,0.0,1,Chemical
0.0,267.371,1,Biological
0.0313218,2.32e-05,0,Clean
0.0,96.6341,1,Biological
0.0959107,6.07e-05,0,Clean
0.0,495.898,1,Biological
0.0342108,3.4e-05,0,Clean
8.90616,0.0,1,Chemical
9.49716,0.0,1,Chemical
0.0153398,8.78e-05,0,Clean
0.0,96.6341,1,Biological
4.7512,0.0,1,Chemical
8.79455,0.0,1,Chemical
1.69067,0.0,1,Chemical
0.020701,3.7e-05,0,Clean
0.0954422,2.15e-05,0,Clean
0.0641864,9.64e-05,0,Clean
2.79114,0.0,1,Chemical
0.0,49.4182,1,Biological
0.0145414,1.76e-05,0,Clean
0.0,25.2294,1,Biological
0.0784995,9.87e-05,0,Clean
0.0,27.8925,1,Biological
0.0,495.898,1,Biological
0.0422425,4.06e-05,0,Clean
8.59145,0.0,1,Chemical
7.32767,0.0,1,Chemical
0.0,485.162,1,Biological
0.0143768,7.18e-06,0,Clean
0.0,182.88,1,Biological
0.0968688,1.4e-05,0,Clean
8.79241,0.0,1,Chemical
5.77875,0.0,1,Chemical
6.59487,0.0,1,Chemical
1.28246,0.0,1,Chemical
0.0791573,4.84e-05,0,Clean
0.0133081,9.98e-05,0,Clean
0.0208455,5.41e-05,0,Clean
5.51996,0.0,1,Chemical
5.46592,0.0,1,Chemical
7.35757,0.0,1,Chemical
0.0894288,7.09e-05,0,Clean
8.45888,0.0,1,Chemical
0.0,267.371,1,Biological
1.98011,0.0,1,Chemical
7.50904,0.0,1,Chemical
0.0501154,9.23e-05,0,Clean
0.0,485.162,1,Biological
0.0,267.371,1,Biological
0.0107892,4.87e-05,0,Clean
5.7754,0.0,1,Chemical
0.0,182.88,1,Biological
0.0,13.7742,1,Biological
0.0,267.371,1,Biological
1.35241,0.0,1,Chemical
0.0121306,6.66e-05,0,Clean
9.82886,0.0,1,Chemical
0.034385,8.68e-05,0,Clean
4.40132,0.0,1,Chemical
0.0,96.6341,1,Biological
0.0746724,3.42e-05,0,Clean
0.0512243,1.07e-05,0,Clean
6.07043,0.0,1,Chemical
0.0,35.1934,1,Biological
0.0,34.6447,1,Biological
0.0,267.371,1,Biological
0.0560263,5.1e-05,0,Clean
7.73653,0.0,1,Chemical
0.045459,2.29e-05,0,Clean
1.69159,0.0,1,Chemical
7.662,0.0,1,Chemical
0.0,267.371,1,Biological
9.7598,0.0,1,Chemical
0.085501,6.14e-05,0,Clean
9.64104,0.0,1,Chemical
0.0,495.898,1,Biological
0.0,17.6431,1,Biological
5.40927,0.0,1,Chemical
8.66887,0.0,1,Chemical
0.0979785,3.85e-05,0,Clean
0.0,34.2815,1,Biological
8.74638,0.0,1,Chemical
2.39223,0.0,1,Chemical
0.0856356,8.33e-06,0,Clean
6.6434,0.0,1,Chemical
6.54189,0.0,1,Chemical
5.16012,0.0,1,Chemical
0.0,495.898,1,Biological
0.0287844,2.6e-05,0,Clean
0.0339946,5.22e-06,0,Clean
1.37417,0.0,1,Chemical
2.43079,0.0,1,Chemical
7.99025,0.0,1,Chemical
0.0,96.6341,1,Biological
0.0648943,4.8e-05,0,Clean
3.03323,0.0,1,Chemical
0.0373971,2.42e-05,0,Clean
4.91065,0.0,1,Chemical
0.0,267.371,1,Biological
8.16396,0.0,1,Chemical
0.0761295,7.7e-05,0,Clean
0.0358205,1.26e-05,0,Clean
0.0282976,3.19e-05,0,Clean
0.0401215,2.19e-05,0,Clean
8.01972,0.0,1,Chemical
8.57792,0.0,1,Chemical
0.0,182.88,1,Biological
3.73022,0.0,1,Chemical
0.0394246,1.35e-05,0,Clean
0.077684,2.05e-06,0,Clean
4.89285,0.0,1,Chemical
6.99971,0.0,1,Chemical
0.0,318.664,1,Biological
0.0,267.371,1,Biological
1.51219,0.0,1,Chemical
0.0,485.162,1,Biological
0.0599311,6.97e-05,0,Clean
0.0,318.664,1,Biological
7.19953,0.0,1,Chemical
8.6871,0.0,1,Chemical
5.27302,0.0,1,Chemical
0.037335,4.21e-05,0,Clean
0.0,262.668,1,Biological
9.01821,0.0,1,Chemical
1.6398,0.0,1,Chemical
0.024748,1.59e-06,0,Clean
8.16502,0.0,1,Chemical
0.0662526,8.16e-05,0,Clean
1.68216,0.0,1,Chemical
1.89659,0.0,1,Chemical
9.87179,0.0,1,Chemical
0.0577666,3.31e-06,0,Clean
0.0,495.898,1,Biological
7.62955,0.0,1,Chemical
0.0995337,7.17e-05,0,Clean
0.0,18.4783,1,Biological
3.80004,0.0,1,Chemical
0.0533186,4.87e-05,0,Clean
9.88177,0.0,1,Chemical
3.33354,0.0,1,Chemical
0.0915694,2.82e-05,0,Clean
0.0,39.547,1,Biological
9.21685,0.0,1,Chemical
6.48577,0.0,1,Chemical
0.0,267.371,1,Biological
0.072864,9.51e-05,0,Clean
6.5765,0.0,1,Chemical
8.72897,0.0,1,Chemical
0.0893737,9.07e-05,0,Clean
9.29669,0.0,1,Chemical
0.0846484,6.85e-05,0,Clean
0.0,495.898,1,Biological
1.29526,0.0,1,Chemical
0.0,495.898,1,Biological
0.0793788,7.01e-05,0,Clean
8.10929,0.0,1,Chemical
4.77084,0.0,1,Chemical
0.0,42.3,1,Biological
5.91627,0.0,1,Chemical
0.0580263,4.52e-05,0,Clean
3.72771,0.0,1,Chemical
0.0,495.898,1,Biological
0.0,182.88,1,Biological
0.0,42.8589,1,Biological
0.0,182.88,1,Biological
0.0,262.668,1,Biological
4.03804,0.0,1,Chemical
3.78511,0.0,1,Chemical
0.0901799,1.57e-05,0,Clean
0.0183135,4.31e-05,0,Clean
0.0937407,6.8e-05,0,Clean
0.0908773,1.1e-05,0,Clean
9.07537,0.0,1,Chemical
8.75879,0.0,1,Chemical
0.0,262.668,1,Biological
0.048493,5.1e-05,0,Clean
0.0,37.3944,1,Biological
5.59647,0.0,1,Chemical
9.86197,0.0,1,Chemical
0.0,495.898,1,Biological
0.0619576,2.17e-05,0,Clean
6.55784,0.0,1,Chemical
0.0,267.371,1,Biological
9.44796,0.0,1,Chemical
0.0479599,5.58e-05,0,Clean
0.0,96.6341,1,Biological
0.0,8.39539,1,Biological
0.0,262.668,1,Biological
0.0708497,1.39e-05,0,Clean
9.85796,0.0,1,Chemical
0.0,182.88,1,Biological
0.0731699,1.95e-06,0,Clean
7.25298,0.0,1,Chemical
0.0,29.7938,1,Biological
1.75233,0.0,1,Chemical
9.2749,0.0,1,Chemical
8.839,0.0,1,Chemical
0.0266459,6.81e-05,0,Clean
0.0,267.371,1,Biological
0.0268932,3.47e-05,0,Clean
0.0,23.7827,1,Biological
4.66266,0.0,1,Chemical
5.78493,0.0,1,Chemical
0.0425337,6.9e-05,0,Clean
7.5279,0.0,1,Chemical
8.53747,0.0,1,Chemical
5.71019,0.0,1,Chemical
0.0,29.5321,1,Biological
0.0,26.3125,1,Biological
0.0891674,4.12e-05,0,Clean
0.0218919,9.9e-05,0,Clean
9.46547,0.0,1,Chemical
0.0438358,7.11e-05,0,Clean
2.8016,0.0,1,Chemical
0.0,267.371,1,Biological
0.0104087,5.87e-05,0,Clean
6.25756,0.0,1,Chemical
0.0,318.664,1,Biological
0.0262177,8.02e-05,0,Clean
0.0990319,2.5e-05,0,Clean
1.10421,0.0,1,Chemical
0.0,182.88,1,Biological
8.57043,0.0,1,Chemical
2.59295,0.0,1,Chemical
2.04109,0.0,1,Chemical
3.07702,0.0,1,Chemical
1.50478,0.0,1,Chemical
0.0,267.371,1,Biological
0.0,42.9661,1,Biological
3.7216,0.0,1,Chemical
2.04845,0.0,1,Chemical
0.0,35.8929,1,Biological
0.0,495.898,1,Biological
0.0222237,8.41e-05,0,Clean
0.0,495.898,1,Biological
0.0575027,4.59e-05,0,Clean
0.0254362,7.69e-05,0,Clean
8.77855,0.0,1,Chemical
0.0,485.162,1,Biological
9.78186,0.0,1,Chemical
0.0409293,4.67e-05,0,Clean
6.02778,0.0,1,Chemical
